No,ST_NAME_E,ST_NAME_K,ST_CODE,Control_og,BS_CODE,Gage_type,River_system,EL_m,Time_Siries,Daily_Siries,Longitude,Latitude,Longitude_dms,Latitude_dms,X_EPSG5186,Y_EPSG5186
254,Seokpo,석포,20014080,MOLIT,200102,T/M,Nakdonggang,600,1983Y 06M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,129.0638889,37.0475,129-03-50,37-02-51,383606.845808288,496277.246766466
255,Namheoiryong,남회룡,20014090,MOLIT,200103,T/M,Nakdonggang,480,1980Y 07M?~ 2013Y 08M,1968Y 05M?~ 2013Y 08M,129.1211111,36.93305556,129-07-16,36-55-59,388981.144226774,483686.142399559
256,Samgye,삼계,20014100,MOLIT,200110,T/M,Nakdonggang,,No Data,1968Y 01M?~ 1972Y 12M,128.9166667,36.71666667,128-55-00,36-43-00,371245.827913009,459282.83820865
257,Uichon,의촌,20014110,Kwater,200111,T/M,Nakdonggang,210,1984Y 07M?~ 2013Y 08M,1981Y 01M?~ 2013Y 08M,128.8538889,36.71694444,128-51-14,36-43-01,365635.735462676,459203.276809907
258,Galsan,갈산,20014130,Kwater,200106,T/M,Nakdonggang,480,1987Y 06M?~ 2013Y 08M,1981Y 01M?~ 2013Y 08M,128.9786111,36.8375,128-58-43,36-50-15,376503.515400975,472806.948581264
259,Galsan,갈산,20014130,Kwater,200106,T/M,Nakdonggang,480,1987Y 06M?~ 2013Y 08M,1981Y 01M?~ 2013Y 08M,128.9786111,36.8375,128-58-43,36-50-15,376503.515400975,472806.948581264
260,Goseon,고선2,20014140,Kwater,200104,T/M,Nakdonggang,540,1984Y 07M?~ 2013Y 08M,1981Y 01M?~ 2013Y 08M,128.9902778,36.95888889,128-59-25,36-57-32,377263.255020412,486302.081149844
261,Taebaeksan,태백산,20014160,MOLIT,200101,T/M,Nakdonggang,750,1983Y 08M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,128.9527778,37.1225,128-57-10,1937-07-21,373549.982130839,504393.167314287
262,Myoungho,명호,20014170,Kwater,200108,T/M,Nakdonggang,450,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,128.8741667,36.81194444,128-52-27,36-48-43,367241.134329351,469782.602749198
263,Yean,예안,20014180,Kwater,200111,T/M,Nakdonggang,260,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,128.8125,36.70111111,128-48-45,36-42-04,361970.725344739,457375.196845975
264,Choonyang,춘양,20014190,Kwater,200107,T/M,Nakdonggang,350,1995Y 01M?~ 2013Y 08M,1995Y 07M?~ 2013Y 08M,128.9163889,36.94916667,128-54-59,36-56-57,370703.378571509,485088.012271663
265,Taebaek,태백,20014200,Kwater,200101,T/M,Nakdonggang,600,1995Y 01M?~ 2013Y 08M,1995Y 07M?~ 2013Y 08M,129.0058333,37.12638889,129-00-21,37-07-35,378256.60061595,504923.186104175
266,Seomyeon,서면,20014210,Kwater,200103,T/M,Nakdonggang,600,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,129.1097222,36.96277778,129-06-35,36-57-46,387893.264832039,486962.716789002
267,Hwanam,화남,20014230,MOLIT,200107,T/M,Nakdonggang,120,2002Y 03M?~ 2013Y 08M,2002Y 01M?~ 2013Y 08M,128.8891667,36.05916667,128-53-21,36-03-33,370216.466031798,386261.895416045
268,Andong,안동,20024020,MOLIT,200215,T/M,Nakdonggang,92,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.7191667,36.55861111,128-43-09,36-33-31,353912.644208981,441406.112293228
269,Hyeonseo,현서,20024030,MOLIT,200212,T/M,Nakdonggang,555,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.8958333,36.27583333,128-53-45,36-16-33,370347.485071522,410319.398178451
270,Gilan,길안,20024050,MOLIT,200214,T/M,Nakdonggang,120,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.9111111,36.43166667,128-54-40,36-25-54,371378.320524775,427641.415560479
271,Imdong,임동,20024060,MOLIT,200211,T/M,Nakdonggang,130,1983Y 06M?~ 2013Y 08M,1972Y 01M?~ 2013Y 08M,128.9186111,36.56472222,128-55-07,36-33-53,371756.716066403,442422.15632641
272,Jinbo2,진보2,20024070,MOLIT,200207,basic,Nakdonggang,160,1982Y 07M?~ 1993Y 12M,1970Y 01M?~ 2005Y 12M,129.0472222,36.52638889,129-02-50,36-31-35,383362.110132672,438405.043051181
273,Cheongsong,청송,20024080,Kwater,200210,T/M,Nakdonggang,245,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,129.0416667,36.43,129-02-30,36-25-48,383091.197043313,427696.389751609
274,Bunam,부남,20024090,Kwater,200208,T/M,Nakdonggang,275,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,129.0661111,36.33111111,129-03-58,36-19-52,385518.443578679,416767.635660294
275,Youngyang,영양,20024100,Kwater,200203,T/M,Nakdonggang,225,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,129.1063889,36.65305556,129-06-23,36-39-11,388353.916579554,452578.40636248
276,Seokbo,석보,20024110,Kwater,200206,T/M,Nakdonggang,225,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,129.1433333,36.5425,129-08-36,36-32-33,391931.738768357,440380.720595633
277,Ilwol,일월,20024120,Kwater,200203,T/M,Nakdonggang,335,1992Y 01M?~ 2013Y 08M,1992Y 01M?~ 2013Y 08M,129.0886111,36.74833333,129-05-19,36-44-54,386533.52497025,463118.838516876
278,Dopyeong,도평,20024130,MOLIT,200212,T/M,Nakdonggang,500,1998Y 01M?~ 2013Y 08M,1998Y 04M?~ 2013Y 08M,129.0525,36.30777778,129-03-09,36-18-28,384351.099979298,414151.915301769
279,Jinbo,진보2,20024140,Kwater,200207,T/M,Nakdonggang,280,2002Y 03M?~ 2013Y 08M,2000Y 01M?~ 2013Y 08M,129.0663889,36.53083333,129-03-59,36-31-51,385068.424273014,438935.031456705
280,Budong,부동,20024150,Kwater,200209,T/M,Nakdonggang,370,2002Y 03M?~ 2013Y 08M,2000Y 01M?~ 2013Y 08M,129.1422222,36.37861111,129-08-32,36-22-43,392236.584788226,422188.387055273
281,Subi 2,수비2,20024160,Kwater,200202,T/M,Nakdonggang,374,2002Y 03M?~ 2013Y 08M,2000Y 01M?~ 2013Y 08M,129.2016667,36.6975,129-12-06,36-41-51,396761.596788099,457702.854361913
282,Andong,안동,20031136,KMA,200304,basic,Nakdonggang,140.7,No Data,No Data,128.70732,36.57293,128-42-26,36-34-23,352823.727154799,442976.381697134
283,Jibo,지보,20034010,MOLIT,200308,T/M,Nakdonggang,50,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.365,36.53027778,128-21-54,36-31-49,322247.623714512,437753.248431509
284,Iljik1,일직1,20034020,MOLIT,200303,T/M,Nakdonggang,190,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.6583333,36.49083333,128-39-30,36-29-27,348595.54458002,433788.317953799
285,Pungsan,풍산,20034030,MOLIT,200305,T/M,Nakdonggang,180,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.5777778,36.59944444,128-34-40,36-35-58,341179.087060005,445720.873403561
286,Iljik2,일직2,20034040,MOLIT,200303,T/M,Nakdonggang,120,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.6697222,36.47027778,128-40-11,36-28-13,349655.674069631,431524.656844296
287,Yeongju,영주,20041272,KMA,200405,basic,Nakdonggang,210.5,No Data,No Data,128.51696,36.87188,128-31-01,36-52-19,335257.824167156,475869.171483997
288,Yeongju,영주,20044010,MOLIT,200406,T/M,Nakdonggang,150,1986Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.6202778,36.83111111,128-37-13,36-49-52,344547.460047273,471495.717948296
289,Buseok,부석,20044020,MOLIT,200401,T/M,Nakdonggang,370,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.6511111,36.97805556,128-39-04,36-58-41,347016.061378037,487852.00006983
290,Dongro1,동로1,20044030,MOLIT,200413,T/M,Nakdonggang,340,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.3144444,36.77333333,128-18-52,36-46-24,317350.218537036,464664.422366696
291,daegu,대구,20044040,MOLIT,201216,T/M,Nakdonggang,60,No Data,1968Y 01M?~ 1975Y 12M,128.6,36.85,128-36-00,36-51-00,342703.201092711,473561.652633625
292,Huibang,희방,20044050,MOLIT,200404,T/M,Nakdonggang,800,1984Y 07M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,128.4669444,36.89805556,128-28-01,36-53-53,330753.313000394,478704.58711499
293,Gyeongcheondam,경천댐,20044060,KRC,200413,basic,Nakdonggang,229,No Data,1988Y 08M?~ 2005Y 12M,128.3127778,36.69361111,128-18-46,36-41-37,317322.688241667,455814.72631741
294,Dongro2,동로2,20044070,MOLIT,200411,T/M,Nakdonggang,350,1986Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.3372222,36.70722222,128-20-14,36-42-26,319486.319368702,457355.492044496
295,Wolpo,월포,20044080,MOLIT,200409,T/M,Nakdonggang,85,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.4877778,36.61944444,128-29-16,36-37-10,333090.990425888,447812.010368845
296,Sihang,시항,20044090,MOLIT,200410,T/M,Nakdonggang,360,1998Y 01M?~ 2013Y 08M,1998Y 04M?~ 2013Y 08M,128.4555556,36.73888889,128-27-20,36-44-20,330007.127888671,461024.017355735
297,Punggi,풍기,20044100,MOLIT,200404,T/M,Nakdonggang,210,1998Y 01M?~ 2013Y 08M,1998Y 04M?~ 2013Y 08M,128.52,36.87083333,128-31-12,36-52-15,335530.749441023,475757.31720954
298,Bonghwa,봉화,20044110,MOLIT,200402,T/M,Nakdonggang,190,1998Y 01M?~ 2013Y 08M,1998Y 01M?~ 2013Y 08M,128.7327778,36.88861111,128-43-58,36-53-19,354468.785695148,478053.716384252
299,Mungyeong,문경,20051273,KMA,200507,basic,Nakdonggang,170.8,No Data,No Data,128.14877,36.62727,128-08-56,36-37-38,302752.885162171,448264.16464524
300,Nongam1,농암1,20054010,MOLIT,200501,T/M,Nakdonggang,60,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.0072222,36.59638889,128-00-26,36-35-47,290127.527593973,444694.982932806
301,Jeomchon,점촌,20054020,MOLIT,200507,T/M,Nakdonggang,80,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.2166667,36.58972222,128-13-00,36-35-23,308879.007042646,444172.007829272
302,Hwaseo,화서,20054030,MOLIT,200505,T/M,Nakdonggang,200,1983Y 08M?~ 2013Y 08M,1972Y 01M?~ 2013Y 08M,127.9786111,36.46361111,127-58-43,36-27-49,287717.116161344,429933.698812269
303,Ian,이안,20054040,MOLIT,200506,T/M,Nakdonggang,72,1980Y 06M?~ 2013Y 08M,1972Y 01M?~ 2013Y 08M,128.1591667,36.54444444,128-09-33,36-32-40,303793.717336832,439083.647210678
304,Geochang,거창,20054050,MOLIT,201505,T/M,Nakdonggang,200,No Data,1972Y 01M?~ 1979Y 12M,127.9666667,36.68333333,127-58-00,36-41-00,286401.308512842,454306.413148844
305,Hwabuk1,화북1,20054060,MOLIT,200501,T/M,Nakdonggang,250,1984Y 07M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,127.9122222,36.56666667,127-54-44,36-34-00,281657.885399045,441311.6920637
306,Donghwawon,동화원,20054070,MOLIT,200503,T/M,Nakdonggang,550,1990Y 04M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,128.0819444,36.74222222,128-04-55,36-44-32,296631.456392173,460951.838925544
307,Nongam2,농암2,20054080,MOLIT,200501,T/M,Nakdonggang,340,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.9719444,36.57805556,127-58-19,36-34-41,286991.308416847,442627.941008451
308,Sangju,상주,20061137,KMA,200602,basic,Nakdonggang,98,No Data,No Data,128.15743,36.40838,128-09-27,36-24-30,303819.565782093,423982.084079489
309,Sangju,상주,20064010,MOLIT,200602,T/M,Nakdonggang,0,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.1588889,36.42805556,128-09-32,36-25-41,303924.209532886,426167.120780003
310,Oeseo,외서,20064020,MOLIT,200603,T/M,Nakdonggang,140,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.1083333,36.47944444,128-06-30,36-28-46,299324.872242109,431816.65623091
311,Sabeol,사벌,20074010,MOLIT,200702,T/M,Nakdonggang,60,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.2647222,36.50527778,128-15-53,36-30-19,313302.877439654,434856.127643274
312,278,의성,20081278,KMA,200807,basic,Nakdonggang,82.6,No Data,No Data,128.68863,36.35611,128-41-19,36-21-22,351572.239109224,418883.731211632
313,Uiseong,의성,20084010,MOLIT,200807,T/M,Nakdonggang,100,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.6972222,36.34416667,128-41-50,36-20-39,352366.825500808,417571.772981415
314,Gunwi,군위,20084020,MOLIT,200805,T/M,Nakdonggang,100,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.5633333,36.24333333,128-33-48,36-14-36,340526.894176604,406178.842350749
315,Angye,안계,20084030,MOLIT,200809,T/M,Nakdonggang,50,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.44,36.38388889,128-26-24,36-23-02,329207.605663795,421605.213566976
316,Gomae,고매,20084050,MOLIT,200804,T/M,Nakdonggang,140,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.5833333,36.0975,128-35-00,36-05-51,342588.836387361,390024.165450232
317,Hyoryeong,효령,20084060,MOLIT,200804,T/M,Nakdonggang,80,1980Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.5875,36.15666667,128-35-15,1936-09-24,342856.816332566,396596.273893455
318,Daeyul,대율,20084070,MOLIT,200804,T/M,Nakdonggang,200,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.6555556,36.0625,128-39-20,36-03-45,349159.555045691,386248.393939027
319,Miseong,우보,20084080,MOLIT,200803,T/M,Nakdonggang,120,2005Y 01M?~ 2006Y 12M,2005Y 01M?~ 2006Y 12M,128.6627778,36.19194444,128-39-46,36-11-31,349564.445000274,400624.681454454
320,Sanseong,산성,20084090,MOLIT,200803,T/M,Nakdonggang,100,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.6972222,36.12777778,128-41-50,36-07-40,352787.442109332,393557.328736844
321,Hwasu,화수,20084100,MOLIT,200802,T/M,Nakdonggang,160,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.7522222,36.12722222,128-45-08,36-07-38,357740.234673625,393583.582533165
322,Hwasan,화산,20084110,MOLIT,200801,T/M,Nakdonggang,680,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.7486111,36.10694444,128-44-55,1936-06-25,357455.616360188,391327.355930839
323,Seoksan,석산,20084120,MOLIT,200801,T/M,Nakdonggang,260,1982Y 07M?~ 2011Y 04M,1982Y 07M?~ 2011Y 04M,128.8269444,36.16638889,128-49-37,36-09-59,364385.853665562,398054.187586116
324,Uiheung,의흥,20084130,MOLIT,200802,T/M,Nakdonggang,140,1982Y 07M?~ 2013Y 08M,1982Y 01M?~ 2013Y 08M,128.715,36.17555556,128-42-54,36-10-32,354294.328131161,398887.674277072
325,Doriwon,도리원,20084140,MOLIT,200808,T/M,Nakdonggang,60,1998Y 01M?~ 2013Y 08M,1998Y 01M?~ 2013Y 08M,128.5788889,36.28611111,128-34-44,36-17-10,341847.879849852,410948.854391581
326,Museong,무성,20084150,MOLIT,200805,T/M,Nakdonggang,80,1986Y 06M?~ 2013Y 08M,1987Y 01M?~ 2013Y 08M,128.5644444,36.19361111,128-33-52,36-11-37,340715.823479318,400662.498873415
327,Miseong,미성,20084160,MOLIT,200803,T/M,Nakdonggang,120,1982Y 07M?~ 2013Y 08M,1982Y 07M?~ 2013Y 08M,128.6722222,36.18166667,128-40-20,36-10-54,350433.688695784,399498.690846307
328,Gunwidam,군위댐,20084170,Kwater,200801,T/M,Nakdonggang,,2010Y 09M?~ 2013Y 08M,2010Y 09M?~ 2013Y 08M,128.7952778,36.12611111,128-47-43,36-07-34,361618.89138519,393531.048474513
329,seoksan,석산,20084180,Kwater,200801,T/M,Nakdonggang,,2010Y 09M?~ 2013Y 08M,2010Y 09M?~ 2013Y 08M,128.8272222,36.16638889,128-49-38,36-09-59,364410.852307755,398054.658183977
330,Nakdong,낙동,20094010,MOLIT,200901,T/M,Nakdonggang,40,1995Y 01M?~ 2013Y 08M,1995Y 04M?~ 2013Y 08M,128.3013889,36.3575,128-18-05,36-21-27,316809.155711295,418500.180176358
331,Ilseongyo,일선교,20094020,MOLIT,200902,T/M,Nakdonggang,40,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.3425,36.27305556,128-20-33,36-16-23,320629.439319969,409179.523044452
332,Gimcheon,김천,20104010,MOLIT,201003,T/M,Nakdonggang,160,1980Y 07M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.1102778,36.11888889,128-06-37,1936-07-08,299958.195255126,391807.508034268
333,Jirye,지례,20104020,MOLIT,201002,T/M,Nakdonggang,58,1983Y 07M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.0266667,35.98472222,128-01-36,35-59-05,292587.454795404,376836.879652199
334,Buhang1,부항1,20104030,MOLIT,201001,T/M,Nakdonggang,200,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.9438889,35.98222222,127-56-38,35-58-56,285124.804162447,376484.033540011
335,Buhang2,부항2,20104040,MOLIT,201001,T/M,Nakdonggang,670,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.9472222,36.02777778,127-56-50,36-01-40,285376.295203017,381541.967625006
336,Seonsan,선산,20104050,MOLIT,201007,T/M,Nakdonggang,90,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.3091667,36.22777778,128-18-33,36-13-40,317702.037907906,404113.922760172
337,Gumi,구미,20111279,KMA,201101,basic,Nakdonggang,47.4,No Data,No Data,128.32054,36.13055,128-19-14,36-07-50,318871.442902206,393338.297067178
338,Waegwan,왜관,20114010,MOLIT,201103,T/M,Nakdonggang,20,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.3941667,36,128-23-39,36-00-00,325707.079448733,378943.714852905
339,Jangcheon,장천,20114020,MOLIT,201102,T/M,Nakdonggang,40,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.4952778,36.13027778,128-29-43,36-07-49,334602.36617406,393536.048354996
340,Seongju,성주,20114030,MOLIT,201104,T/M,Nakdonggang,30,1995Y 01M?~ 2013Y 08M,1995Y 04M?~ 2013Y 08M,128.3902778,35.88083333,128-23-25,35-52-51,325544.78075692,365715.000855797
341,Gumi,구미,20114040,MOLIT,201103,T/M,Nakdonggang,35,1996Y 01M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.3966667,36.11083333,128-23-48,36-06-39,325756.015474539,391246.144589005
342,Daegu,대구,20121143,KMA,201216,basic,Nakdonggang,57.3,No Data,No Data,128.61903,35.88515,128-37-09,35-53-07,346195.225211073,366512.067245309
343,Yeongcheon,영천,20121281,KMA,201206,basic,Nakdonggang,93.3,No Data,No Data,128.95141,35.97743,128-57-05,35-58-39,376007.077763344,377301.504456199
344,Yeongcheon,영천,20124010,MOLIT,201205,T/M,Nakdonggang,100,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.9227778,35.96611111,128-55-22,35-57-58,373449.066995266,375994.038998311
345,Jukjang,죽장,20124020,MOLIT,201201,T/M,Nakdonggang,214,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.0911111,36.16,129-05-28,36-09-36,388173.501015425,397824.975412221
346,Sinryeong,신령,20124030,MOLIT,201205,T/M,Nakdonggang,120,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.7894444,36.04527778,128-47-22,36-02-43,361258.762395246,384550.69371359
347,Gasa,가사,20124035,Kwater,201201,T/M,Nakdonggang,,No Data,No Data,129.1569444,36.20694444,129-09-25,1936-12-25,393982.655825924,403164.832522011
348,Hyeonnae,현내,20124037,Kwater,201201,T/M,Nakdonggang,,No Data,No Data,129.0705556,36.18555556,129-04-14,1936-11-08,386262.995999217,400621.582747349
349,Jain,자인,20124040,MOLIT,201209,T/M,Nakdonggang,70,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.8216667,35.82,128-49-18,35-49-12,364629.439017166,359604.278446395
350,Busan,부산,20124050,MOLIT,230206,T/M,Hoeya_Suyeong,100,No Data,1971Y 01M?~ 1979Y 12M,129,36.05,129-00-00,36-03-00,380224.82606536,385444.170373271
351,Sincheon,신천,20124060,MOLIT,201215,basic,Nakdonggang,110,1982Y 07M?~ 1993Y 12M,1977Y 01M?~ 2005Y 12M,128.6180556,35.79722222,128-37-05,35-47-50,346268.621290745,356753.256298732
352,Seobu,서부,20124070,MOLIT,201205,T/M,Nakdonggang,160,1982Y 07M?~ 2013Y 08M,1983Y 01M?~ 2013Y 08M,128.7233333,36.05916667,128-43-24,36-03-33,355273.190435528,385984.511117438
353,Gachang,가창,20124080,MOLIT,201215,T/M,Nakdonggang,200,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.6008333,35.78388889,128-36-03,35-47-02,344735.816600996,355248.082224836
354,Dongchon,동촌,20124090,MOLIT,201214,T/M,Nakdonggang,20,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.6344444,35.89166667,128-38-04,35-53-30,347575.137451273,367258.402257018
355,Hwabuk2,화북2,20124100,MOLIT,201204,T/M,Nakdonggang,390,1986Y 06M?~ 2013Y 08M,1988Y 04M?~ 2013Y 08M,128.9941667,36.13,128-59-39,36-07-48,379517.006543605,394311.895716679
356,Yeongcheondam,영천댐,20124118,Kwater,201201,T/M,Nakdonggang,,No Data,No Data,129.0341667,36.0775,129-02-03,36-04-39,383240.253529856,388559.992083968
357,Gogyeong,고경,20124120,MOLIT,201203,T/M,Nakdonggang,22,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,129.0780556,36.00166667,129-04-41,36-00-06,387374.018661588,380227.424145303
358,Geumho,금호,20124130,MOLIT,201207,T/M,Nakdonggang,60,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.8758333,35.93055556,128-52-33,35-55-50,369289.70549881,371965.717085637
359,Yeong Dae,영대,20124150,MOLIT,201209,T/M,Nakdonggang,50,2000Y 07M?~ 2013Y 08M,2000Y 07M?~ 2013Y 08M,128.7536111,35.82805556,128-45-13,35-49-41,358462.411039908,360385.870171621
360,Dongmyeong,동명,20124160,MOLIT,201217,T/M,Nakdonggang,83,2002Y 03M?~ 2013Y 08M,2002Y 03M?~ 2013Y 08M,128.5536111,35.98416667,128-33-13,35-59-03,340112.664863161,377404.107237498
361,Wachon,와촌,20124170,MOLIT,201208,T/M,Nakdonggang,82,2002Y 03M?~ 2013Y 08M,2002Y 03M?~ 2013Y 08M,128.8377778,35.95055556,128-50-16,35-57-02,365813.109122784,374119.891351858
362,Jidong,지동,20124190,Kwater,201201,T/M,Nakdonggang,,No Data,No Data,129.0661111,36.13666667,129-03-58,1936-08-12,385978.625952661,395187.167570738
363,Goryeong,고령,20134010,MOLIT,201303,T/M,Nakdonggang,60,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.2777778,35.72888889,128-16-40,35-43-44,315605.270416959,348715.946785743
364,Yaro,야로,20134020,MOLIT,201304,T/M,Nakdonggang,100,1980Y 07M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.1677778,35.70527778,128-10-04,35-42-19,305683.878958312,345971.978680807
365,Daega,대가,20134030,MOLIT,201302,T/M,Nakdonggang,140,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.1883333,35.89333333,128-11-18,35-53-36,307291.039105396,366861.492201843
366,Baekun,백운,20134040,MOLIT,201303,T/M,Nakdonggang,480,1998Y 01M?~ 2013Y 08M,1998Y 01M?~ 2013Y 08M,128.1616667,35.81027778,128-09-42,35-48-37,304992.741872594,357616.406414223
367,Hyeonpung,현풍,20144010,MOLIT,201403,T/M,Nakdonggang,50,1992Y 03M?~ 2013Y 08M,1993Y 07M?~ 2013Y 08M,128.4341667,35.70277778,128-26-03,35-42-10,329797.593904568,346014.117832457
368,Hwawon,화원,20144020,MOLIT,201402,T/M,Nakdonggang,30,1995Y 01M?~ 2013Y 08M,1995Y 04M?~ 2013Y 08M,128.4744444,35.81222222,128-28-28,35-48-44,333260.466874414,358212.770414876
369,Goryeonggyo,고령교,20144030,MOLIT,201402,T/M,Nakdonggang,25,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,128.3869444,35.75277778,128-23-13,35-45-10,325445.080867718,351500.91905594
370,Geochang,거창,20151284,KMA,201505,basic,Nakdonggang,221.4,No Data,No Data,127.91102,35.67121,127-54-40,35-40-16,282481.648467163,341945.845488646
371,Ungyang2,웅양2,20154010,MOLIT,201501,T/M,Nakdonggang,300,1983Y 06M?~ 2013Y 08M,1966Y 01M?~ 2013Y 08M,127.9188889,35.82444444,127-55-08,35-49-28,283034.77954225,358955.20578833
372,Byeonggok,병곡,20154020,MOLIT,201503,T/M,Nakdonggang,550,1984Y 08M?~ 2013Y 08M,1984Y 04M?~ 2013Y 08M,127.7819444,35.80277778,127-46-55,35-48-10,270678.81614633,356443.582254626
373,Buksang,북상,20154030,Kwater,201503,T/M,Nakdonggang,348,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.81,35.77194444,127-48-36,35-46-19,273243.059413047,353042.96900887
374,Geochang 1,거창1,20154040,Kwater,201504,T/M,Nakdonggang,200,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.8977778,35.68305556,127-53-52,35-40-59,281270.686083955,343249.161492526
375,Ungyang,웅양,20154050,Kwater,201501,T/M,Nakdonggang,360,1987Y 06M?~ 2013Y 08M,1989Y 04M?~ 2013Y 08M,127.9083333,35.81083333,127-54-30,35-48-39,282094.917228902,357436.012996226
376,Cheongyeon,청연,20154060,Kwater,201507,T/M,Nakdonggang,588,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.9136111,35.60277778,127-54-49,35-36-10,282786.79704783,334355.00003873
377,Gabuk,가북,20154070,Kwater,201506,T/M,Nakdonggang,385,1992Y 01M?~ 2013Y 08M,1992Y 01M?~ 2013Y 08M,127.9894444,35.76138889,127-59-22,35-45-41,289481.347222416,352020.687552316
378,Jisan,지산,20154080,Kwater,201506,T/M,Nakdonggang,235,1992Y 01M?~ 2013Y 08M,1992Y 01M?~ 2013Y 08M,128.0144444,35.66611111,128-00-52,35-39-58,291851.596265521,341471.841403985
379,Hapcheon,합천,20161285,KMA,201602,basic,Nakdonggang,33,No Data,No Data,128.16986,35.56503,128-10-11,35-33-54,306057.474942285,330412.364684804
